game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT02/1685939,150,77,61,145,12,266,876,4,498,71,0
ESPORTSTMNT02/1695610,516,876,61,135,71,58,5,70,498,497,0
7076-9569,266,120,112,145,71,58,876,3,202,70,0
ESPORTSTMNT02/1695631,79,56,68,21,70,150,59,61,235,412,0
ESPORTSTMNT05/1821563,126,163,875,523,412,14,77,134,145,71,0
7076-9570,266,876,126,18,71,58,77,3,145,12,1
6965-9571,150,77,517,135,71,164,163,3,18,12,0
7076-9572,24,120,7,145,25,58,106,3,498,71,1
6965-9573,150,2,13,523,412,41,48,268,21,89,0
7078-9574,150,80,112,15,89,58,163,61,145,71,1
ESPORTSTMNT05/1821586,79,104,70,498,12,58,80,61,145,111,1
7077-9575,39,120,3,523,12,164,80,61,21,89,0
ESPORTSTMNT02/1695653,79,104,61,202,71,164,163,134,145,875,1
6965-9576,79,104,142,145,89,266,77,3,135,71,1
7078-9577,150,2,142,135,71,266,163,777,145,89,0
ESPORTSTMNT05/1821596,41,163,134,135,71,150,30,80,498,117,0
7077-9579,58,104,134,18,12,266,77,61,498,497,0
6966-9578,58,77,268,110,71,150,2,61,235,79,0
ESPORTSTMNT05/1831585,58,2,161,498,71,106,77,61,145,12,1
7077-9583,150,120,61,523,412,58,104,134,119,111,1
6966-9581,58,80,61,67,89,79,2,268,202,71,1
ESPORTSTMNT05/1821626,164,80,134,523,117,150,876,112,135,71,0
ESPORTSTMNT05/1831587,106,77,61,145,497,58,2,268,67,89,1
7079-9585,58,120,112,18,71,150,77,61,145,79,0
6967-9584,150,80,68,498,71,41,77,61,145,89,0
ESPORTSTMNT05/1821628,39,876,112,135,71,150,76,875,145,12,0
7079-9586,58,30,126,67,12,79,2,112,145,71,1
6967-9587,164,80,134,235,223,85,163,240,145,71,1
ESPORTSTMNT05/1831606,150,77,61,145,497,98,876,69,523,412,0
ESPORTSTMNT05/1831609,106,77,268,523,412,164,36,517,145,111,0
ESPORTSTMNT02/1686146,164,104,3,202,12,126,60,236,145,71,0
ESPORTSTMNT02/1686183,58,76,61,523,412,54,77,268,235,89,1
ESPORTSTMNT05/1821689,98,59,42,145,3,516,77,268,498,201,0
ESPORTSTMNT02/1686208,126,77,134,235,223,516,36,268,145,71,1
ESPORTSTMNT02/1686217,266,2,268,70,111,79,80,134,145,89,0
ESPORTSTMNT02/1686227,85,876,236,145,53,150,72,134,51,412,0
ESPORTSTMNT02/1686236,79,104,61,498,71,266,77,134,523,12,1
ESPORTSTMNT05/1821732,164,76,4,498,111,58,79,13,145,412,1
ESPORTSTMNT02/1695842,106,163,268,523,412,164,876,142,145,12,0
ESPORTSTMNT05/1821737,150,120,61,135,71,62,203,268,498,12,0
ESPORTSTMNT02/1686265,79,77,134,523,412,150,876,142,145,71,1
ESPORTSTMNT02/1686283,164,163,4,235,12,98,120,7,145,71,1
ESPORTSTMNT05/1821740,875,77,112,498,412,516,876,61,145,71,0
ESPORTSTMNT02/1686301,58,77,61,21,412,79,36,268,498,53,0
ESPORTSTMNT02/1686346,58,163,134,145,89,79,56,61,135,71,0
ESPORTSTMNT02/1686359,58,163,875,523,412,98,77,136,145,497,0
ESPORTSTMNT02/1686370,24,77,268,21,12,164,163,42,145,89,0
ESPORTSTMNT02/1686374,150,163,112,523,412,62,77,61,145,53,0
ESPORTSTMNT02/1686377,41,80,61,498,89,126,77,134,145,79,1
ESPORTSTMNT02/1686395,67,163,58,81,875,106,76,518,235,14,1
ESPORTSTMNT02/1686399,266,163,4,202,12,58,876,50,145,79,1
ESPORTSTMNT02/1686401,150,80,142,235,3,58,77,50,21,43,0
ESPORTSTMNT05/1821744,41,2,268,498,497,150,76,142,145,71,1
7081-9588,150,77,268,135,12,62,76,142,81,71,0
7081-9589,58,876,777,110,59,150,80,142,202,70,0
6968-9590,164,2,268,429,59,79,77,236,523,412,1
7081-9591,58,120,61,18,111,126,876,142,81,12,0
7083-9592,2,876,58,135,71,79,203,61,145,12,0
6968-9593,266,77,268,18,79,516,120,7,135,12,0
ESPORTSTMNT05/1821776,164,76,268,145,71,62,77,112,135,497,0
7083-9594,516,163,236,135,79,150,76,58,145,12,1
6969-9596,58,104,268,235,71,150,2,4,145,12,1
ESPORTSTMNT05/1821787,516,80,112,145,71,106,36,134,498,412,0
7085-9597,58,163,4,498,12,516,104,134,135,71,0
6969-9599,58,77,61,145,432,150,2,268,18,12,0
7085-9600,122,2,70,119,71,150,104,7,202,12,0
6969-9601,150,104,70,145,71,58,77,3,202,12,0
7084-9603,164,163,3,498,497,150,876,80,145,89,0
ESPORTSTMNT05/1821806,516,2,112,145,71,14,104,134,429,79,1
7085-9602,150,876,4,145,12,122,163,91,119,71,0
7084-9605,62,80,112,145,89,150,876,246,498,71,0
ESPORTSTMNT05/1821816,106,77,134,523,412,164,876,236,145,12,1
7084-9606,150,60,246,145,3,266,80,61,498,71,1
ESPORTSTMNT05/1821811,54,77,61,21,71,39,80,134,135,89,1
ESPORTSTMNT05/1821821,54,77,61,21,71,39,80,134,135,89,1
ESPORTSTMNT05/1821835,98,120,3,523,412,41,2,61,145,111,1
ESPORTSTMNT02/1696184,150,104,61,145,12,133,77,517,202,71,0
ESPORTSTMNT02/1696222,58,2,61,202,71,150,76,3,236,89,0
ESPORTSTMNT05/1821859,266,163,61,21,12,875,120,3,498,53,0
ESPORTSTMNT02/1696281,126,77,134,235,111,31,104,142,119,89,1
ESPORTSTMNT05/1821868,106,2,61,523,412,54,163,236,145,111,0
ESPORTSTMNT05/1821871,266,104,61,498,71,58,79,112,145,12,1
ESPORTSTMNT02/1696320,516,80,268,135,71,34,77,61,523,412,1
ESPORTSTMNT02/1696354,133,77,13,145,89,58,163,4,135,71,0
ESPORTSTMNT02/1686769,41,80,134,523,412,266,77,61,145,111,0
ESPORTSTMNT05/1821884,79,80,61,135,71,58,76,39,51,412,0
ESPORTSTMNT05/1821885,79,120,119,70,40,875,876,517,429,71,0
ESPORTSTMNT02/1686783,517,77,61,145,111,150,163,112,498,12,0
ESPORTSTMNT02/1696451,79,2,61,498,89,266,876,268,145,71,1
ESPORTSTMNT02/1686821,164,77,142,523,412,117,2,268,498,89,1
ESPORTSTMNT02/1696465,58,163,268,523,412,164,56,777,145,53,0
ESPORTSTMNT02/1686830,58,163,875,235,223,79,107,134,145,53,0
ESPORTSTMNT02/1696471,150,163,142,235,412,54,77,134,523,117,0
ESPORTSTMNT02/1696480,150,80,268,70,875,62,120,34,235,89,0
ESPORTSTMNT02/1696515,79,80,134,523,412,266,76,142,145,71,0
ESPORTSTMNT02/1696528,150,30,39,145,79,164,113,61,498,71,0
ESPORTSTMNT02/1696554,85,2,268,498,71,164,77,7,145,12,0
ESPORTSTMNT02/1696561,58,120,134,145,89,150,876,268,498,497,1
ESPORTSTMNT02/1696648,266,77,268,96,117,150,876,13,145,3,1
ESPORTSTMNT02/1687013,79,121,61,523,412,58,77,38,135,71,0
ESPORTSTMNT05/1821923,266,163,134,21,71,85,121,112,145,12,1
ESPORTSTMNT02/1696695,164,163,236,145,89,98,245,70,498,12,1
ESPORTSTMNT02/1687027,516,120,13,67,3,68,104,777,202,111,0
ESPORTSTMNT02/1696720,48,76,777,70,875,164,120,142,21,53,0
ESPORTSTMNT05/1831828,266,77,427,523,412,54,120,3,145,71,1
ESPORTSTMNT02/1687074,150,163,236,145,80,39,120,43,498,497,1
ESPORTSTMNT02/1696749,62,77,3,145,12,150,876,517,21,497,0
ESPORTSTMNT02/1696755,79,104,3,235,412,517,59,82,523,111,1
ESPORTSTMNT05/1821970,78,876,777,145,412,79,120,105,498,71,0
ESPORTSTMNT02/1696779,427,203,26,145,89,266,107,58,74,98,1
ESPORTSTMNT02/1696785,24,876,61,498,497,164,120,245,70,71,1
ESPORTSTMNT05/1821980,106,79,134,145,412,150,80,142,498,111,0
ESPORTSTMNT02/1696811,516,76,268,145,12,150,77,61,135,71,0
NA1/3779082366,41,77,68,429,412,106,36,518,145,111,1
NA1/3779082617,57,77,61,21,412,150,876,777,145,71,1
NA1/3779082957,58,876,875,145,79,106,77,268,498,12,1
NA1/3779143270,266,2,112,235,79,39,203,43,21,71,0
NA1/3779023473,266,77,61,523,412,43,36,18,15,71,0
NA1/3779143322,39,76,61,145,71,98,876,18,235,79,0
NA1/3779083368,41,876,268,145,89,164,163,61,81,12,0
NA1/3779023805,58,77,69,81,71,106,120,112,22,43,1
NA1/3779143630,266,36,4,135,71,39,104,517,145,12,1
NA1/3779143705,150,104,4,235,875,79,120,517,81,43,1
NA1/3779083856,79,120,268,145,71,41,876,134,523,25,0
NA1/3779084219,41,59,268,145,71,150,120,112,498,497,1
ESPORTSTMNT02/1696915,266,80,70,135,89,516,77,61,145,201,0
ESPORTSTMNT02/1696927,58,30,777,145,875,164,76,4,523,412,1
ESPORTSTMNT02/1696938,164,876,3,498,497,79,2,875,145,89,1
ESPORTSTMNT02/1696945,85,120,134,145,79,150,876,61,498,71,0
ESPORTSTMNT02/1696960,58,2,134,135,89,516,77,777,145,12,0
ESPORTSTMNT02/1696997,150,104,4,145,12,164,72,3,70,71,1
ESPORTSTMNT02/1687439,516,163,236,67,3,62,121,61,145,412,1
ESPORTSTMNT02/1687440,62,80,268,523,412,266,59,61,145,111,1
ESPORTSTMNT05/1822010,517,59,268,21,497,54,876,110,523,412,1
ESPORTSTMNT02/1687457,266,104,134,67,875,79,80,13,429,111,1
ESPORTSTMNT02/1687462,150,104,268,70,111,266,59,61,523,412,0
ESPORTSTMNT02/1687492,114,77,245,145,201,62,59,61,498,12,1
ESPORTSTMNT02/1697121,58,163,268,498,12,79,121,61,145,71,1
ESPORTSTMNT02/1687513,106,876,61,145,71,58,76,142,22,79,0
ESPORTSTMNT02/1687517,150,104,268,70,111,39,72,142,523,412,0
ESPORTSTMNT02/1687518,79,2,268,135,111,58,76,777,145,3,1
ESPORTSTMNT02/1697146,58,120,61,145,3,516,59,517,235,432,1
ESPORTSTMNT02/1687540,164,876,134,22,3,106,77,268,21,12,0
ESPORTSTMNT02/1687553,150,80,70,21,71,266,120,7,202,57,1
ESPORTSTMNT02/1687555,516,77,236,134,3,58,163,268,145,12,1
ESPORTSTMNT05/1822036,14,876,70,498,3,150,120,38,145,89,1
ESPORTSTMNT02/1687583,117,77,142,429,71,164,36,4,235,70,0
ESPORTSTMNT02/1687593,266,77,61,202,71,39,56,134,145,79,1
ESPORTSTMNT05/1822041,126,77,268,498,71,150,876,13,145,79,1
ESPORTSTMNT02/1687636,126,77,142,81,89,150,104,4,145,71,1
ESPORTSTMNT02/1687658,106,77,61,21,71,58,76,163,67,79,0
NA1/3778829699,79,2,517,498,875,150,120,112,145,412,0
NA1/3779228873,164,163,18,21,3,58,104,61,202,12,1
NA1/3779029430,58,60,4,81,111,57,120,517,523,412,0
NA1/3781289843,150,77,268,145,89,54,59,61,498,497,1
NA1/3778959506,39,876,517,498,12,62,120,61,145,71,0
NA1/3779348572,516,203,517,81,70,106,245,236,235,89,0
NA1/3781389765,58,77,142,81,12,150,2,90,235,3,1
NA1/3779229274,58,76,69,145,89,106,163,4,498,412,0
NA1/3781290220,58,163,236,29,111,106,876,61,81,497,1
NA1/3779079703,54,876,236,523,79,41,77,517,21,71,1
NA1/3781290330,98,59,517,523,3,82,120,7,145,71,1
NA1/3781409983,41,876,68,67,89,62,77,70,498,71,1
NA1/3781290716,98,120,517,145,89,420,203,4,498,497,0
ESPORTSTMNT02/1687833,106,876,42,145,3,58,163,142,202,12,1
ESPORTSTMNT02/1697370,150,120,268,145,12,58,72,13,498,3,0
ESPORTSTMNT05/1822078,875,77,112,145,111,516,80,134,498,71,0
ESPORTSTMNT05/1831954,98,120,61,145,70,164,77,3,18,71,1
ESPORTSTMNT02/1687878,41,77,245,523,412,39,76,268,21,71,1
ESPORTSTMNT02/1697390,62,77,268,498,497,266,36,3,235,89,1
ESPORTSTMNT02/1697399,106,163,70,145,12,266,80,268,235,71,0
ESPORTSTMNT05/1831973,516,77,236,202,53,41,30,777,523,412,1
ESPORTSTMNT02/1697414,79,163,126,145,12,266,876,39,18,71,0
ESPORTSTMNT02/1697418,150,72,70,22,71,41,77,61,145,111,0
ESPORTSTMNT02/1697422,39,163,84,523,71,150,2,61,145,412,0
ESPORTSTMNT05/1822116,126,77,61,498,12,150,163,134,145,875,0
ESPORTSTMNT05/1831990,58,80,69,145,412,106,876,112,236,3,0
ESPORTSTMNT02/1687937,516,2,70,145,111,150,77,268,523,412,0
ESPORTSTMNT02/1697447,58,2,112,498,89,98,77,3,145,12,0
ESPORTSTMNT05/1822122,875,56,268,21,71,79,104,112,235,89,1
ESPORTSTMNT02/1697451,266,77,245,498,497,240,120,61,145,89,0
ESPORTSTMNT05/1822123,58,421,4,202,12,266,28,236,135,497,1
ESPORTSTMNT03/1710690,58,76,268,21,3,79,120,61,145,111,0
ESPORTSTMNT05/1822125,133,77,268,22,111,58,120,161,145,89,1
ESPORTSTMNT02/1697474,41,104,13,145,71,14,120,268,498,497,1
ESPORTSTMNT03/1710716,117,2,268,498,71,58,76,142,145,111,0
ESPORTSTMNT02/1687995,516,104,84,145,875,150,120,268,21,71,1
ESPORTSTMNT02/1697484,150,120,268,498,70,68,77,61,145,12,1
ESPORTSTMNT02/1688007,266,120,39,145,71,79,77,112,18,89,1
ESPORTSTMNT02/1688009,58,163,268,498,71,41,876,84,145,3,0
ESPORTSTMNT02/1688035,266,80,61,202,875,150,77,268,18,71,1
ESPORTSTMNT02/1697552,39,80,70,235,875,41,427,61,145,71,0
ESPORTSTMNT03/1710766,150,163,112,21,71,41,76,58,145,12,1
ESPORTSTMNT02/1697558,150,2,61,22,71,41,104,142,145,12,1
ESPORTSTMNT03/1710774,150,104,134,21,412,62,120,517,145,71,0
ESPORTSTMNT06/1570185,58,876,777,523,89,14,120,112,145,79,0
ESPORTSTMNT06/1570194,58,2,69,145,71,79,876,777,523,412,0
ESPORTSTMNT02/1688108,266,120,268,70,12,79,80,4,135,71,0
ESPORTSTMNT05/1832032,58,77,161,523,412,126,876,134,145,71,0
ESPORTSTMNT05/1832035,79,104,268,145,12,58,76,777,498,497,1
ESPORTSTMNT06/1570202,79,2,268,523,412,266,203,70,145,71,1
ESPORTSTMNT02/1688134,79,120,268,67,12,164,76,3,145,89,1
ESPORTSTMNT02/1697661,150,77,112,145,3,266,36,268,498,89,1
ESPORTSTMNT02/1688147,24,163,517,22,71,164,76,61,235,3,1
ESPORTSTMNT02/1688155,150,876,268,21,71,58,28,161,145,12,1
ESPORTSTMNT05/1832055,58,876,134,145,79,106,72,777,498,3,0
ESPORTSTMNT02/1688157,54,2,42,145,3,41,163,268,523,71,1
ESPORTSTMNT05/1832061,79,80,142,21,111,68,120,268,145,12,1
ESPORTSTMNT02/1697703,516,80,161,67,875,79,59,61,145,71,1
ESPORTSTMNT05/1832063,164,77,268,21,3,82,2,42,498,412,1
ESPORTSTMNT02/1688166,150,876,236,70,71,516,2,61,18,89,0
ESPORTSTMNT02/1688168,14,163,268,523,412,58,876,42,110,111,1
ESPORTSTMNT02/1688174,41,77,61,145,89,150,120,4,202,201,0
ESPORTSTMNT05/1832065,150,56,70,235,875,58,77,268,429,412,0
ESPORTSTMNT02/1697715,266,77,43,202,412,875,163,38,22,71,1
ESPORTSTMNT05/1832073,58,876,112,498,12,150,120,134,145,79,0
ESPORTSTMNT02/1688213,875,203,34,81,70,150,2,245,18,412,0
ESPORTSTMNT02/1688214,164,2,4,145,12,58,77,112,70,71,0
ESPORTSTMNT03/1760166,150,104,61,145,3,41,2,4,498,111,0
ESPORTSTMNT05/1832078,79,76,126,21,12,516,876,112,202,57,0
ESPORTSTMNT03/1750137,14,104,134,81,71,875,77,61,202,412,1
ESPORTSTMNT02/1697729,79,77,236,22,12,164,80,112,145,111,0
ESPORTSTMNT03/1760186,58,163,4,145,111,106,104,134,21,89,1
ESPORTSTMNT02/1697737,98,104,61,145,497,518,80,142,523,71,0
ESPORTSTMNT03/1760225,266,72,268,498,89,79,2,134,145,875,1
ESPORTSTMNT03/1760234,150,76,61,498,201,58,876,39,145,3,1
ESPORTSTMNT02/1697789,58,28,875,235,3,150,80,268,429,497,1
ESPORTSTMNT02/1697805,58,77,13,145,89,106,163,4,498,497,1
ESPORTSTMNT06/1570248,150,876,61,81,432,58,120,134,135,71,1
ESPORTSTMNT06/1570285,114,876,777,145,79,150,76,29,498,71,0
ESPORTSTMNT06/1570294,150,77,4,135,71,266,76,112,67,79,0
ESPORTSTMNT06/1570314,266,876,18,523,89,62,120,142,145,71,0
ESPORTSTMNT03/1750308,58,2,13,235,223,14,104,134,202,497,0
ESPORTSTMNT03/1750317,58,59,268,145,12,79,203,134,498,89,0
ESPORTSTMNT02/1697945,150,77,268,498,53,117,2,42,15,412,1
ESPORTSTMNT03/1760458,58,77,61,235,223,41,2,268,70,57,0
ESPORTSTMNT02/1688430,41,36,61,145,71,13,80,134,498,497,0
ESPORTSTMNT03/1760480,58,104,61,498,71,150,876,268,145,12,1
ESPORTSTMNT02/1697967,14,104,134,145,89,79,120,268,21,71,0
NA1/3784095512,79,76,157,135,12,517,120,58,145,875,0
ESPORTSTMNT03/1760495,79,104,13,235,223,164,163,3,145,53,0
ESPORTSTMNT02/1688446,41,163,875,70,12,14,76,112,21,71,0
NA1/3783876375,164,36,1,81,875,79,134,203,523,412,1
NA1/3783746813,79,2,70,145,412,62,77,3,135,111,0
ESPORTSTMNT03/1760500,79,2,134,81,432,150,104,268,235,412,0
NA1/3783986643,14,2,134,498,12,41,876,268,15,412,1
ESPORTSTMNT02/1698012,58,163,875,21,71,150,77,134,429,12,1
ESPORTSTMNT06/1570343,150,104,517,498,89,39,163,4,145,12,1
ESPORTSTMNT02/1698014,266,141,70,235,57,14,77,134,145,497,0
ESPORTSTMNT06/1570353,14,2,61,22,201,164,59,268,145,497,1
ESPORTSTMNT06/1570368,150,120,3,145,71,62,876,134,135,79,0
ESPORTSTMNT06/1570398,150,59,61,145,12,266,77,112,498,71,0
ESPORTSTMNT03/1760696,41,77,61,145,71,150,36,161,498,89,0
ESPORTSTMNT03/1750651,126,77,61,498,89,516,59,42,145,71,0
ESPORTSTMNT03/1760768,150,876,61,498,111,8,120,875,145,89,0
ESPORTSTMNT03/1760783,79,2,69,21,412,164,120,34,67,3,1
ESPORTSTMNT05/1832104,150,2,268,498,12,62,104,70,145,71,1
ESPORTSTMNT03/1760800,164,876,3,222,12,150,59,268,498,71,0
ESPORTSTMNT03/1760816,98,121,8,145,3,82,876,236,135,12,1
ESPORTSTMNT05/1832108,150,80,70,235,223,164,79,13,145,89,0
ESPORTSTMNT03/1750741,58,876,268,67,79,133,76,245,202,71,1
ESPORTSTMNT03/1760831,150,104,3,15,12,41,72,268,81,71,0
ESPORTSTMNT05/1832109,106,80,268,145,71,85,203,4,235,62,1
ESPORTSTMNT03/1760848,41,120,61,145,89,266,876,39,235,3,1
ESPORTSTMNT03/1760856,516,77,112,523,412,150,104,61,145,111,1
ESPORTSTMNT03/1750782,31,104,777,21,70,41,163,517,145,12,0
ESPORTSTMNT03/1750802,79,421,142,135,71,266,163,3,145,875,0
NA1/3786520964,75,77,61,202,412,106,876,142,235,223,1
ESPORTSTMNT03/1750835,41,104,268,145,12,68,203,4,523,412,1
NA1/3786521325,266,77,777,70,71,54,59,112,498,497,0
ESPORTSTMNT03/1760939,58,76,268,145,78,106,163,142,236,71,0
ESPORTSTMNT03/1750856,150,876,268,145,80,85,104,142,202,111,0
NA1/3785943375,98,104,61,235,223,164,2,112,145,117,0
NA1/3786502228,164,876,3,81,71,41,120,61,235,497,0
NA1/3786232791,24,2,70,81,71,164,77,10,235,43,0
NA1/3786172695,164,77,13,235,57,106,36,61,21,3,0
NA1/3786233052,106,163,43,119,412,150,60,61,145,71,1
NA1/3785943725,79,876,777,21,111,54,104,134,235,223,1
NA1/3786502638,266,77,777,145,12,517,36,18,235,3,0
NA1/3786173053,106,72,268,145,497,150,60,777,81,71,0
NA1/3786503021,164,120,268,235,89,54,2,777,145,3,0
NA1/3786173378,62,2,142,81,71,122,48,112,498,497,0
ESPORTSTMNT06/1570419,106,104,134,145,89,79,2,61,498,875,0
EUW1/5094013201,86,77,142,202,412,122,30,42,15,89,1
ESPORTSTMNT06/1570421,150,77,518,145,12,62,876,3,498,497,1
EUW1/5093763746,86,104,268,145,201,85,77,42,236,12,1
ESPORTSTMNT06/1570422,266,876,142,67,412,43,77,777,145,3,1
ESPORTSTMNT03/1761122,266,77,134,498,412,39,59,268,145,111,1
ESPORTSTMNT06/1580308,58,104,13,70,111,106,120,4,498,71,0
EUW1/5094094356,58,876,112,67,71,106,56,61,145,12,1
ESPORTSTMNT03/1751009,62,76,777,202,89,266,104,13,498,71,1
ESPORTSTMNT06/1580331,150,876,236,21,79,516,72,61,498,71,0
ESPORTSTMNT03/1751026,82,427,777,145,111,79,104,7,67,12,0
ESPORTSTMNT03/1751052,79,104,61,523,12,85,77,268,202,71,1
ESPORTSTMNT05/1822196,150,120,61,145,12,31,203,4,235,875,0
ESPORTSTMNT03/1751084,150,77,13,145,12,41,2,112,498,89,0
ESPORTSTMNT05/1822199,79,203,134,202,12,875,876,39,21,71,0
ESPORTSTMNT03/1751121,266,102,126,81,12,14,76,142,145,89,0
ESPORTSTMNT03/1751146,58,76,112,498,497,150,876,134,119,71,1
ESPORTSTMNT03/1751159,79,72,61,523,412,68,77,777,429,53,0
ESPORTSTMNT03/1751168,58,2,4,81,111,133,876,13,145,71,0
ESPORTSTMNT05/1822205,150,163,115,135,71,54,59,268,202,79,1
ESPORTSTMNT03/1751207,150,876,67,70,235,39,77,3,498,111,0
ESPORTSTMNT03/1751228,150,876,236,81,70,41,141,142,235,223,1
ESPORTSTMNT03/1751247,79,163,18,135,12,266,104,134,145,89,0
ESPORTSTMNT03/1751266,266,79,142,135,89,41,104,134,145,3,0
NA1/3786268922,57,120,18,145,432,266,79,268,135,12,0
NA1/3786118815,54,2,112,235,223,79,104,134,96,117,0
NA1/3786019263,164,104,4,81,201,98,56,3,145,497,1
NA1/3786388662,98,104,142,145,412,58,163,777,498,89,0
NA1/3786019565,266,876,4,235,71,516,120,38,523,412,0
NA1/3786119262,79,104,13,145,89,54,2,134,135,12,1
NA1/3786219122,266,876,134,235,223,98,120,245,145,53,0
NA1/3786389096,41,77,26,429,412,266,104,112,145,12,1
NA1/3786219464,57,120,39,67,350,517,876,18,81,79,0
ESPORTSTMNT03/1751540,41,104,13,523,412,150,876,61,145,111,0
ESPORTSTMNT06/1570484,79,104,61,235,223,875,120,163,145,71,1
ESPORTSTMNT03/1751571,31,104,112,145,89,126,59,7,523,412,1
ESPORTSTMNT05/1822210,516,120,134,202,412,106,203,61,145,111,1
ESPORTSTMNT03/1751609,266,876,61,15,12,41,2,245,67,71,1
ESPORTSTMNT03/1751616,150,876,245,110,875,126,120,142,235,68,0
ESPORTSTMNT06/1570513,114,121,43,145,497,24,59,61,67,3,0
ESPORTSTMNT05/1822216,150,120,112,145,71,54,59,61,135,79,0
ESPORTSTMNT03/1751632,54,2,268,235,3,150,876,42,523,412,1
ESPORTSTMNT03/1751635,79,77,134,498,89,41,876,61,21,12,1
ESPORTSTMNT06/1580414,266,120,134,135,71,122,59,517,21,412,1
ESPORTSTMNT03/1751668,150,36,268,235,71,39,77,112,145,12,1
ESPORTSTMNT05/1822229,79,121,268,145,12,80,876,245,135,111,0
ESPORTSTMNT03/1751697,117,2,13,498,12,150,104,268,145,497,1
NA1/3788514526,106,2,517,21,71,266,120,142,145,89,0
NA1/3788484619,516,104,268,235,111,164,2,13,21,432,1
NA1/3788484944,517,2,4,145,71,31,120,777,498,497,0
NA1/3788514972,266,876,112,145,412,106,2,245,21,350,1
ESPORTSTMNT03/1761928,58,72,268,67,70,106,77,112,429,89,0
ESPORTSTMNT03/1761983,14,77,70,145,111,79,48,268,81,43,0
ESPORTSTMNT03/1762001,266,163,875,145,201,126,104,134,135,71,1
ESPORTSTMNT03/1762038,14,77,134,18,12,266,36,268,145,79,1
ESPORTSTMNT03/1762129,79,876,236,145,12,41,120,268,498,71,0
ESPORTSTMNT03/1752096,79,77,61,18,71,266,2,3,67,12,0
ESPORTSTMNT06/1580463,39,876,61,15,497,150,104,3,523,412,1
ESPORTSTMNT03/1762174,58,876,236,222,70,133,2,103,81,3,0
ESPORTSTMNT03/1762177,79,104,61,135,71,58,77,112,523,12,0
ESPORTSTMNT03/1762181,31,2,69,235,223,58,876,238,81,71,1
ESPORTSTMNT03/1762195,150,876,142,235,71,58,2,112,498,3,1
ESPORTSTMNT03/1762225,164,76,70,135,3,79,876,18,498,12,0
ESPORTSTMNT03/1762228,31,141,112,145,432,43,77,245,429,12,1
ESPORTSTMNT06/1580485,516,120,4,235,70,75,72,517,145,412,1
ESPORTSTMNT03/1762278,58,77,61,145,412,150,59,268,498,71,0
ESPORTSTMNT03/1752232,58,77,134,145,412,133,80,61,523,89,0
ESPORTSTMNT06/1580497,39,876,112,235,79,150,76,268,202,71,1
ESPORTSTMNT03/1762333,150,104,13,145,71,114,120,245,235,26,0
ESPORTSTMNT03/1762338,516,876,777,145,111,875,77,61,498,12,0
ESPORTSTMNT03/1752298,164,76,3,498,875,82,77,268,145,117,0
ESPORTSTMNT06/1580513,164,72,245,145,71,106,48,268,202,79,1
ESPORTSTMNT03/1752338,150,2,13,498,497,58,876,112,145,89,0
ESPORTSTMNT03/1752397,516,876,134,145,79,150,77,61,498,71,1
NA1/3790760786,429,76,4,235,223,150,120,61,81,432,0
NA1/3790820598,58,2,61,498,3,266,141,245,145,89,0
NA1/3790950220,98,2,134,145,432,164,104,13,498,12,0
NA1/3790761180,150,76,142,523,412,126,2,13,29,350,1
NA1/3790950720,164,876,42,235,57,98,120,112,145,432,1
NA1/3790990739,58,2,61,498,3,164,107,245,145,89,0
NA1/3790761638,150,2,142,523,412,79,876,18,21,12,0
ESPORTSTMNT03/1752558,150,876,112,523,412,41,141,134,145,59,0
ESPORTSTMNT03/1752579,516,141,134,429,71,164,876,112,135,12,0
ESPORTSTMNT03/1752582,126,876,112,135,71,62,76,134,145,12,1
ESPORTSTMNT03/1752600,80,77,142,18,12,164,2,4,145,71,0
ESPORTSTMNT03/1752678,41,77,268,145,12,150,876,61,429,497,1
ESPORTSTMNT03/1752738,41,876,112,67,71,6,77,268,202,12,1
ESPORTSTMNT06/1580539,43,86,61,523,412,266,104,268,145,117,0
ESPORTSTMNT06/1580551,164,121,517,145,71,58,876,69,21,12,1
ESPORTSTMNT03/1752809,516,104,268,145,12,517,2,70,235,111,0
ESPORTSTMNT06/1570653,79,104,70,498,12,58,876,777,81,71,0
ESPORTSTMNT06/1580563,106,59,112,145,89,114,876,236,235,12,0
ESPORTSTMNT03/1752834,164,876,61,223,235,516,76,112,145,71,0
ESPORTSTMNT06/1580567,875,77,4,81,71,150,72,42,235,223,1
ESPORTSTMNT03/1752849,266,72,61,235,223,80,104,268,22,43,1
ESPORTSTMNT03/1762813,150,77,61,15,71,126,56,517,135,79,1
ESPORTSTMNT03/1762819,106,120,61,498,89,150,2,112,145,497,0
ESPORTSTMNT06/1580574,518,28,39,523,412,31,104,43,81,53,1
ESPORTSTMNT03/1752944,516,120,69,235,223,150,876,268,523,412,1
EUW1/5100138889,150,120,61,145,111,114,79,268,523,412,1
ESPORTSTMNT06/1580575,58,120,142,429,71,266,72,13,145,3,1
ESPORTSTMNT03/1762891,516,876,236,202,71,14,120,142,145,875,1
ESPORTSTMNT06/1580577,875,77,8,523,412,150,876,134,145,53,1
ESPORTSTMNT03/1762926,150,2,134,498,111,79,876,268,145,89,1
ESPORTSTMNT03/1762933,79,876,777,145,12,86,72,268,498,201,0
