game,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
ESPORTSTMNT04/1490710,1,0.0,12.0,1,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.33,2,0.5,18.0,0,0,0,0,0,0,1
ESPORTSTMNT03/1673683,2,0.5,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT04/1480772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT03/1673702,0,0,0,1,0.0,3.25,1,0.0,13.0,2,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT03/1673709,0,0,0,0,0,0,0,0,0,1,0.0,22.0,1,0.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT03/1673715,3,0.67,3.38,1,0.0,14.0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.86,3.75,0
ESPORTSTMNT03/1673719,0,0,0,1,1.0,0.67,1,1.0,5.0,3,0.67,5.83,8,0.88,3.25,0,0,0,0,0,0,2,1.0,9.5,3,0.67,4.56,0,0,0,1
ESPORTSTMNT03/1673726,1,1.0,6.0,0,0,0,0,0,0,1,1.0,5.0,0,0,0,0,0,0,1,0.0,8.0,0,0,0,2,0.5,11.0,0,0,0,1
ESPORTSTMNT03/1673736,0,0,0,1,0.0,3.67,0,0,0,2,0.5,4.75,3,0.67,35.0,0,0,0,2,0.0,24.0,0,0,0,3,0.33,5.67,0,0,0,0
ESPORTSTMNT03/1673738,1,0.0,4.0,1,0.0,9.0,1,0.0,7.0,0,0,0,4,0.75,49.0,1,0.0,13.0,1,1.0,0.5,1,1.0,1.75,4,0.5,4.5,1,0.0,5.0,0
NA1/3756222757,1,0.0,8.0,2,0.0,3.89,1,0.0,18.0,2,0.5,4.12,0,0,0,1,1.0,5.0,0,0,0,5,0.6,3.77,0,0,0,2,1.0,3.82,0
NA1/3756252945,4,0.75,1.11,1,1.0,22.0,3,1.0,18.5,5,0.6,12.2,0,0,0,1,1.0,6.0,0,0,0,5,0.4,4.4,4,0.75,9.83,2,0.5,2.69,0
NA1/3756323003,0,0,0,2,1.0,10.33,4,1.0,16.0,6,0.83,8.25,1,1.0,3.0,0,0,0,0,0,0,3,0.67,25.0,5,0.8,6.9,3,0.67,2.33,1
NA1/3756223414,2,0.0,4.6,4,0.25,3.5,3,0.67,4.29,0,0,0,1,0.0,2.29,2,0.0,5.14,3,0.33,5.3,2,0.5,12.33,3,0.67,21.0,0,0,0,1
NA1/3756323363,2,0.5,7.33,1,1.0,0.33,2,0.5,11.67,3,0.67,4.64,3,0.33,9.25,2,1.0,2.67,4,0.75,3.92,1,1.0,3.0,0,0,0,0,0,0,0
NA1/3756323515,2,0.0,4.25,3,1.0,22.0,7,0.57,2.95,2,0.0,9.5,0,0,0,3,0.67,6.43,3,0.67,4.38,5,0.8,8.83,7,0.71,4.86,2,1.0,2.22,0
NA1/3756254561,5,0.6,3.22,3,0.67,2.64,3,1.0,7.0,6,0.67,12.67,0,0,0,3,0.33,3.43,0,0,0,4,0.5,20.0,0,0,0,0,0,0,0
NA1/3756324728,1,0.0,6.5,1,1.0,4.5,8,0.62,2.92,2,0.5,32.0,2,1.0,20.0,1,0.0,0.6,8,0.5,3.96,6,0.83,7.67,7,0.71,14.5,2,1.0,2.4,1
ESPORTSTMNT01/1720608,1,1.0,11.0,1,0.0,11.0,4,1.0,2.6,3,0.33,3.0,7,0.43,2.54,2,0.5,6.67,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1
7021-9379,0,0,0,3,0.67,1.29,1,1.0,1.67,0,0,0,0,0,0,0,0,0,2,1.0,2.56,0,0,0,1,1.0,1.0,1,1.0,2.0,0
7021-9380,2,1.0,1.54,0,0,0,1,1.0,9.0,3,0.67,4.0,1,1.0,6.0,0,0,0,0,0,0,2,0.5,0.86,0,0,0,0,0,0,0
7021-9381,3,0.67,1.69,4,0.75,2.06,0,0,0,1,1.0,5.67,1,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,18.0,0
7023-9382,0,0,0,1,0.0,5.0,1,0.0,0.6,2,0.5,12.0,1,1.0,5.0,0,0,0,0,0,0,2,1.0,5.33,3,0.33,4.33,2,0.0,1.62,1
ESPORTSTMNT01/1720684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10.0,2,0.0,3.25,1,0.0,0.5,4,0.25,2.64,0,0,0,1
7023-9383,0,0,0,0,0,0,0,0,0,1,1.0,3.0,1,1.0,2.67,4,0.5,3.46,4,0.75,7.57,0,0,0,3,0.67,7.5,5,0.6,6.89,0
7022-9385,2,0.5,2.0,1,1.0,2.67,2,0.5,8.5,5,1.0,9.17,1,0.0,4.5,0,0,0,1,1.0,2.0,2,1.0,8.5,3,0.33,3.88,0,0,0,1
6939-9384,3,0.67,4.14,0,0,0,4,1.0,4.82,1,1.0,1.0,0,0,0,0,0,0,1,1.0,1.6,5,0.4,3.2,0,0,0,6,0.83,2.09,1
ESPORTSTMNT01/1720707,4,0.5,1.2,0,0,0,0,0,0,5,0.2,3.23,2,0.0,2.83,3,0.33,5.8,2,0.5,5.75,0,0,0,1,0.0,9.0,2,0.0,3.0,0
ESPORTSTMNT01/1730782,0,0,0,1,1.0,3.25,0,0,0,1,1.0,2.2,0,0,0,1,0.0,5.6,0,0,0,2,1.0,2.55,1,1.0,14.0,2,0.5,2.88,0
6939-9386,0,0,0,0,0,0,1,1.0,10.0,1,0.0,10.0,3,0.0,3.67,3,0.67,2.57,3,0.67,3.11,2,0.5,1.0,2,0.5,1.75,0,0,0,0
7025-9387,0,0,0,1,1.0,2.67,0,0,0,2,1.0,3.33,1,1.0,0.25,1,0.0,0.5,0,0,0,0,0,0,4,1.0,3.0,4,1.0,2.25,1
7022-9388,1,1.0,10.0,1,1.0,14.0,2,0.5,2.1,5,1.0,1.36,3,0.67,1.42,1,1.0,13.0,1,1.0,3.5,3,0.33,5.86,1,0.0,8.0,2,0.0,3.4,1
ESPORTSTMNT06/1560061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1720710,0,0,0,0,0,0,5,0.4,9.4,3,0.33,4.6,0,0,0,1,0.0,10.0,5,0.6,2.77,1,1.0,8.5,2,0.5,1.0,2,1.0,0.17,0
ESPORTSTMNT01/1730790,1,1.0,0.25,0,0,0,0,0,0,1,0.0,1.71,1,1.0,7.67,1,1.0,2.67,0,0,0,0,0,0,2,1.0,3.67,0,0,0,0
7025-9390,0,0,0,3,0.0,2.5,3,0.33,4.11,1,1.0,5.0,1,0.0,4.5,1,1.0,0.67,2,0.5,1.86,1,1.0,4.25,1,1.0,0.57,0,0,0,0
6940-9389,0,0,0,6,0.5,6.0,5,0.2,16.25,11,0.18,6.04,10,0.4,2.61,0,0,0,1,1.0,4.0,4,0.5,3.33,1,1.0,2.0,0,0,0,0
7022-9391,1,1.0,3.67,0,0,0,0,0,0,4,0.25,5.38,1,0.0,6.0,3,1.0,5.6,1,1.0,1.67,4,0.25,5.7,0,0,0,0,0,0,1
ESPORTSTMNT01/1730811,1,0.0,4.0,1,1.0,2.67,1,1.0,2.8,3,1.0,3.22,1,1.0,2.0,2,1.0,2.5,0,0,0,0,0,0,1,1.0,13.0,0,0,0,1
6940-9392,2,0.0,25.0,7,0.57,6.36,13,0.46,4.88,2,0.5,13.5,5,0.6,1.96,2,1.0,7.0,0,0,0,0,0,0,2,1.0,2.17,1,0.0,1.33,0
ESPORTSTMNT06/1560069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1720742,2,1.0,2.0,1,1.0,4.33,2,0.5,2.71,8,0.62,4.05,2,1.0,2.44,4,0.75,4.44,2,0.5,3.2,6,0.5,7.71,2,1.0,13.0,2,0.5,4.0,0
7024-9393,0,0,0,2,0.5,7.5,2,0.5,10.0,4,0.75,6.8,0,0,0,1,0.0,5.0,1,0.0,5.0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT06/1560072,0,0,0,0,0,0,6,0.5,4.73,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1
7024-9394,0,0,0,1,1.0,8.0,3,0.0,8.25,5,0.8,10.0,1,1.0,16.0,2,0.5,2.29,3,0.33,7.33,1,0.0,1.75,1,1.0,0.25,3,0.33,1.17,0
ESPORTSTMNT01/1720760,0,0,0,2,1.0,5.25,7,0.57,4.75,0,0,0,0,0,0,0,0,0,6,0.67,2.81,0,0,0,0,0,0,3,0.67,3.1,1
ESPORTSTMNT01/1730860,0,0,0,0,0,0,1,1.0,11.0,1,1.0,10.0,0,0,0,1,0.0,4.0,0,0,0,2,1.0,3.57,0,0,0,2,0.5,15.5,0
ESPORTSTMNT06/1560073,0,0,0,0,0,0,0,0,0,1,1.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1730885,2,0.5,6.0,1,0.0,1.0,0,0,0,5,0.6,5.0,3,0.0,2.82,0,0,0,1,1.0,12.0,2,1.0,26.0,0,0,0,0,0,0,0
ESPORTSTMNT04/1480816,0,0,0,1,1.0,0.67,0,0,0,2,0.0,16.0,2,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11.0,0
ESPORTSTMNT01/1730895,0,0,0,0,0,0,0,0,0,1,0.0,10.5,1,0.0,3.8,2,0.5,7.25,2,1.0,7.75,2,0.5,2.71,0,0,0,0,0,0,1
ESPORTSTMNT03/1683943,2,0.0,2.5,0,0,0,2,0.0,3.8,0,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT04/1490753,0,0,0,0,0,0,1,0.0,19.0,1,0.0,10.5,0,0,0,2,0.0,5.33,0,0,0,1,0.0,5.0,0,0,0,1,0.0,1.25,0
ESPORTSTMNT03/1683949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12.0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT04/1490767,0,0,0,0,0,0,1,1.0,6.5,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0,1,1.0,5.0,0,0,0,0
ESPORTSTMNT04/1480841,0,0,0,1,0.0,9.0,0,0,0,1,0.0,1.0,1,0.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT03/1683961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13.0,1,0.0,13.0,1,0.0,5.5,3,0.67,6.17,1
ESPORTSTMNT04/1480845,0,0,0,1,0.0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.5,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT03/1683969,0,0,0,0,0,0,0,0,0,1,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,1,1.0,0.75,0
ESPORTSTMNT04/1480857,0,0,0,2,0.0,4.14,0,0,0,0,0,0,2,1.0,6.2,2,0.5,1.1,0,0,0,0,0,0,1,0.0,14.0,0,0,0,0
ESPORTSTMNT04/1490787,0,0,0,1,1.0,2.0,0,0,0,1,0.0,12.0,0,0,0,0,0,0,1,0.0,11.0,0,0,0,1,0.0,9.0,0,0,0,1
ESPORTSTMNT03/1683998,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,14.5,0,0,0,1,1.0,6.0,1,0.0,16.0,0,0,0,0,0,0,0
ESPORTSTMNT04/1480859,1,0.0,9.0,1,0.0,9.0,0,0,0,0,0,0,1,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.25,1
ESPORTSTMNT03/1673808,3,0.67,6.33,1,1.0,9.0,1,1.0,15.0,1,1.0,9.0,0,0,0,3,0.0,1.9,0,0,0,0,0,0,1,0.0,0.33,1,0.0,3.5,0
ESPORTSTMNT04/1480861,1,1.0,2.33,1,1.0,4.0,0,0,0,1,1.0,16.0,0,0,0,0,0,0,2,0.5,4.33,1,0.0,4.0,0,0,0,2,0.5,4.17,1
ESPORTSTMNT03/1684020,2,1.0,0.62,2,0.0,1.0,1,0.0,15.0,2,0.5,6.33,0,0,0,0,0,0,3,0.67,3.88,1,0.0,3.6,2,1.0,24.0,0,0,0,1
ESPORTSTMNT03/1684024,0,0,0,0,0,0,0,0,0,2,1.0,3.0,2,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT03/1684025,1,1.0,9.0,0,0,0,2,0.5,15.0,2,0.5,2.6,0,0,0,1,1.0,0.5,1,0.0,7.0,1,1.0,17.0,3,1.0,3.1,0,0,0,1
NA1/3758330044,3,0.0,6.14,11,0.55,8.11,3,0.67,12.75,4,0.5,24.33,1,0.0,8.0,2,0.5,1.8,9,0.44,4.26,3,0.67,2.78,0,0,0,9,0.67,7.74,1
NA1/3758310179,2,0.5,2.0,1,1.0,2.5,1,0.0,5.67,4,0.5,2.6,4,0.75,5.11,3,0.67,6.57,0,0,0,2,1.0,3.25,2,0.5,0.78,3,0.33,1.69,0
NA1/3758330602,3,0.67,8.0,1,0.0,4.67,2,0.0,27.0,4,0.75,5.82,2,0.5,12.0,6,0.67,3.65,7,0.86,4.56,2,1.0,20.0,8,0.62,15.0,10,0.6,7.71,0
NA1/3758310892,1,0.0,0.91,0,0,0,0,0,0,4,0.75,3.58,1,1.0,0.0,0,0,0,4,0.5,2.81,0,0,0,5,0.6,2.93,3,0.33,1.45,1
NA1/3758310924,4,0.75,5.0,2,0.5,3.62,7,0.43,4.11,5,0.8,6.58,3,0.67,6.89,7,0.71,3.58,8,0.88,4.32,7,0.71,7.64,0,0,0,11,0.64,7.0,1
NA1/3758311314,3,0.33,2.77,9,0.78,4.38,4,1.0,7.57,2,0.0,10.5,2,0.0,6.25,0,0,0,0,0,0,3,0.33,6.57,6,0.33,9.82,2,0.5,3.14,1
NA1/3758311720,5,0.8,1.43,10,0.4,4.13,5,0.8,4.23,8,0.88,12.62,1,1.0,3.0,0,0,0,12,0.5,7.5,4,0.25,6.2,7,0.29,10.91,4,0.5,4.86,0
7026-9395,1,0.0,2.67,1,0.0,16.0,0,0,0,5,0.6,4.62,1,0.0,14.0,2,1.0,3.2,0,0,0,3,1.0,3.91,3,1.0,5.6,1,1.0,0.8,0
7026-9396,3,1.0,2.57,3,1.0,2.6,0,0,0,0,0,0,0,0,0,5,0.6,2.36,2,1.0,2.11,0,0,0,1,1.0,1.25,0,0,0,1
ESPORTSTMNT01/1731227,0,0,0,0,0,0,1,1.0,6.0,1,0.0,6.0,0,0,0,0,0,0,2,0.5,8.0,0,0,0,1,1.0,4.33,0,0,0,1
7028-9398,1,0.0,14.0,2,0.5,4.2,2,1.0,5.4,4,0.5,4.92,5,0.8,2.88,3,0.67,0.92,2,0.5,7.5,2,1.0,4.0,0,0,0,0,0,0,0
ESPORTSTMNT01/1731235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
7027-9397,0,0,0,2,0.5,0.75,1,1.0,1.33,1,1.0,0.5,0,0,0,1,0.0,3.5,0,0,0,0,0,0,0,0,0,2,0.5,2.71,0
7028-9399,0,0,0,0,0,0,0,0,0,5,0.4,3.27,4,0.75,3.93,2,0.5,29.0,1,1.0,8.5,4,0.0,5.1,2,1.0,2.25,2,0.5,2.67,1
6941-9400,1,1.0,1.67,3,1.0,4.71,0,0,0,3,1.0,4.0,1,1.0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.5,0
ESPORTSTMNT01/1731252,1,1.0,2.5,1,1.0,2.5,0,0,0,2,1.0,2.0,0,0,0,0,0,0,0,0,0,2,1.0,18.0,0,0,0,0,0,0,0
7027-9401,1,1.0,0.75,1,1.0,12.0,2,0.5,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33,3.8,1,0.0,1.0,0
7030-9403,2,0.5,2.12,2,1.0,11.0,1,1.0,1.67,0,0,0,0,0,0,2,0.5,1.4,0,0,0,0,0,0,0,0,0,1,0.0,4.0,0
6941-9402,1,0.0,0.0,0,0,0,1,1.0,2.33,0,0,0,1,0.0,1.0,0,0,0,4,1.0,6.57,1,1.0,2.0,1,1.0,2.25,1,1.0,4.5,1
7027-9404,1,1.0,5.0,1,0.0,1.33,2,1.0,1.0,2,1.0,1.88,0,0,0,0,0,0,1,0.0,19.0,1,0.0,17.0,1,0.0,14.0,1,1.0,6.0,0
7030-9405,3,0.33,2.4,3,0.33,4.0,1,1.0,9.0,2,0.5,0.9,2,0.5,3.0,4,0.75,1.32,4,0.25,4.75,1,1.0,4.0,1,1.0,11.0,1,1.0,3.0,0
ESPORTSTMNT01/1731285,1,1.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1
6942-9406,2,0.0,7.2,0,0,0,0,0,0,4,0.25,6.11,0,0,0,1,1.0,1.5,0,0,0,0,0,0,2,1.0,2.17,3,0.67,3.56,0
7030-9407,0,0,0,2,1.0,3.0,0,0,0,0,0,0,2,1.0,2.5,4,0.5,2.82,0,0,0,6,0.33,5.82,3,0.67,1.33,3,0.67,2.89,1
7029-9409,3,0.67,6.8,0,0,0,0,0,0,1,0.0,7.0,0,0,0,0,0,0,0,0,0,3,0.33,3.44,2,0.0,2.17,2,0.0,5.0,1
ESPORTSTMNT01/1731319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,8.0,0,0,0,1,1.0,2.33,0,0,0,0
6942-9408,7,0.71,3.56,0,0,0,1,1.0,5.0,1,1.0,1.0,1,1.0,0.33,3,0.33,7.33,0,0,0,1,1.0,6.0,1,1.0,9.0,1,1.0,4.0,1
7029-9410,5,0.0,3.15,3,0.33,6.67,1,0.0,1.5,3,0.0,1.64,3,0.0,5.29,4,0.5,4.4,8,0.62,3.38,0,0,0,6,0.67,7.88,1,1.0,1.0,1
7029-9411,2,0.5,10.67,0,0,0,4,0.25,3.83,2,0.0,2.0,0,0,0,0,0,0,1,1.0,1.0,2,0.0,5.33,2,0.5,1.3,0,0,0,0
ESPORTSTMNT01/1731417,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.25,5,0.4,1.37,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1721273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,7.67,0,0,0,1,1.0,9.0,0,0,0,1
ESPORTSTMNT04/1490859,0,0,0,4,0.75,3.08,0,0,0,0,0,0,2,0.0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT03/1673830,1,0.0,1.0,0,0,0,0,0,0,3,0.33,9.0,1,0.0,18.0,1,1.0,0.5,0,0,0,2,0.0,3.0,0,0,0,5,0.6,3.43,0
ESPORTSTMNT01/1731468,0,0,0,0,0,0,0,0,0,2,1.0,1.33,1,1.0,0.33,0,0,0,3,1.0,15.67,0,0,0,0,0,0,2,1.0,1.33,0
ESPORTSTMNT01/1731469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.0,0,0,0,1,0.0,3.0,2,0.5,3.29,1,0.0,2.75,1
ESPORTSTMNT04/1490879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16.0,1,1.0,1.33,0,0,0,0,0,0,0
ESPORTSTMNT03/1673833,0,0,0,5,0.6,9.0,0,0,0,0,0,0,1,1.0,9.0,1,1.0,6.0,0,0,0,0,0,0,2,0.5,4.0,0,0,0,0
ESPORTSTMNT04/1490882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1731529,1,1.0,4.0,1,0.0,4.5,0,0,0,2,1.0,4.0,1,1.0,4.5,0,0,0,1,1.0,2.33,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT04/1490895,1,0.0,14.0,0,0,0,2,0.0,4.4,1,0.0,7.0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,2,0.5,9.33,1,1.0,4.0,1
ESPORTSTMNT01/1731571,0,0,0,2,0.0,2.33,0,0,0,1,0.0,2.33,1,0.0,1.5,0,0,0,0,0,0,0,0,0,2,1.0,1.83,0,0,0,1
ESPORTSTMNT03/1673836,0,0,0,3,0.0,5.0,0,0,0,0,0,0,1,1.0,2.0,0,0,0,2,0.5,2.38,3,0.67,4.67,1,1.0,13.0,2,0.5,3.57,0
ESPORTSTMNT01/1721347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1721348,2,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7.0,1
ESPORTSTMNT01/1731611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18.0,1
ESPORTSTMNT01/1731626,1,1.0,7.33,3,0.33,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.67,0,0,0,0
ESPORTSTMNT01/1721392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,9.0,1,1.0,2.5,0,0,0,1,1.0,0.75,0,0,0,1
ESPORTSTMNT01/1731670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01/1731676,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,5.75,0,0,0,1
ESPORTSTMNT01/1721401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1721420,1,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,26.0,1,0.0,1.67,1,0.0,11.0,0,0,0,0
ESPORTSTMNT01/1731702,1,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT01/1731733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,15.0,0,0,0,0,0,0,0,0,0,0
NA1/3758635750,2,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.62,1,1.0,1.17,2,0.5,3.75,1,1.0,27.0,3,0.67,7.0,1
NA1/3758436658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0,0,0,0,0,0,0,2,0.5,2.33,1,1.0,1.2,0
NA1/3758446440,1,1.0,3.0,1,0.0,1.33,2,0.5,2.29,1,1.0,4.33,1,1.0,1.0,2,0.5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1/3758516253,2,0.0,1.2,2,1.0,2.0,2,0.5,6.0,0,0,0,8,0.25,3.67,4,0.0,1.95,0,0,0,2,0.0,5.8,3,0.67,2.21,3,0.0,2.8,1
NA1/3758546241,1,1.0,1.67,2,0.0,2.88,0,0,0,0,0,0,1,0.0,4.33,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0
NA1/3758616144,2,0.5,4.5,0,0,0,1,1.0,7.0,0,0,0,3,0.67,1.62,5,0.8,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1/3758296485,0,0,0,0,0,0,0,0,0,0,0,0,4,0.75,3.15,8,0.62,3.17,4,0.75,4.27,2,0.5,5.5,9,0.67,10.73,3,0.67,3.38,0
NA1/3758156859,2,0.5,2.75,3,0.67,3.67,2,1.0,3.78,2,1.0,20.0,1,1.0,2.67,0,0,0,0,0,0,1,0.0,3.67,0,0,0,1,0.0,1.56,0
NA1/3758436716,1,0.0,3.5,0,0,0,1,1.0,14.0,2,1.0,2.9,4,0.25,4.15,3,0.67,2.67,0,0,0,2,0.0,2.38,3,1.0,33.0,1,1.0,5.67,1
NA1/3758156888,2,0.0,0.94,0,0,0,5,0.4,5.33,0,0,0,3,0.67,1.67,2,0.5,2.0,0,0,0,0,0,0,6,0.17,2.52,0,0,0,0
NA1/3758406682,0,0,0,5,0.4,2.95,1,0.0,5.5,3,0.67,0.85,4,0.5,8.0,2,0.0,2.71,1,0.0,8.5,1,1.0,0.43,6,0.67,7.73,1,0.0,3.29,1
NA1/3758466191,0,0,0,0,0,0,2,0.5,2.07,2,0.5,2.86,10,0.7,4.36,1,0.0,2.75,2,1.0,4.4,2,0.5,5.57,0,0,0,0,0,0,1
NA1/3758616570,3,0.67,1.21,2,1.0,1.6,0,0,0,4,0.25,1.45,4,0.75,1.45,2,1.0,5.0,0,0,0,0,0,0,1,1.0,2.5,0,0,0,1
NA1/3758437047,0,0,0,0,0,0,1,1.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.25,6,0.17,4.16,5,0.6,2.91,1
NA1/3758516729,0,0,0,3,0.33,6.5,1,0.0,2.57,4,0.75,2.91,2,1.0,1.57,3,0.0,1.0,0,0,0,4,0.5,3.0,0,0,0,1,0.0,2.0,0
NA1/3758277138,3,1.0,2.33,7,0.86,3.67,0,0,0,3,1.0,8.6,7,0.57,4.1,0,0,0,0,0,0,0,0,0,1,1.0,11.0,0,0,0,0
NA1/3758466558,3,0.33,2.8,1,1.0,1.57,5,0.4,5.07,0,0,0,0,0,0,0,0,0,1,1.0,4.75,1,0.0,9.0,0,0,0,0,0,0,0
NA1/3758407064,0,0,0,1,1.0,2.25,1,0.0,1.0,0,0,0,2,0.5,7.0,4,0.5,3.54,0,0,0,1,0.0,4.25,6,0.5,3.44,5,0.4,7.18,0
NA1/3758277193,6,0.5,1.21,1,1.0,4.0,1,0.0,0.33,5,0.2,2.91,0,0,0,3,0.67,2.17,3,0.67,3.75,1,1.0,1.0,6,0.67,3.11,4,0.75,6.55,1
NA1/3758287197,5,0.8,3.9,1,1.0,1.62,6,0.67,3.29,5,0.6,4.92,0,0,0,4,0.0,3.64,13,0.54,5.77,1,1.0,2.43,8,0.38,8.27,2,0.5,3.5,1
NA1/3758636409,0,0,0,2,0.5,3.44,1,0.0,5.0,1,0.0,10.0,0,0,0,2,1.0,3.22,0,0,0,0,0,0,3,0.67,1.33,0,0,0,0
NA1/3758297028,1,0.0,4.0,1,0.0,1.0,0,0,0,7,0.29,2.38,1,1.0,2.5,0,0,0,0,0,0,1,1.0,3.33,1,1.0,14.0,4,0.75,1.81,1
NA1/3758446939,0,0,0,0,0,0,1,0.0,1.83,2,0.5,6.57,0,0,0,5,0.4,1.5,7,0.57,3.3,4,0.75,8.83,2,0.5,10.0,1,1.0,0.2,1
NA1/3758476928,9,0.67,2.76,11,0.45,4.11,3,1.0,4.29,9,0.89,12.0,12,0.58,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
