bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
Darius,Olaf,Seraphine,Draven,Rell,Gnar,Graves,LeBlanc,Jhin,Alistar,0
Shen,Jarvan IV,Orianna,Kai'Sa,Thresh,Aatrox,Kindred,Twisted Fate,Xayah,Leona,1
Shen,Olaf,Orianna,Miss Fortune,Seraphine,Maokai,Graves,Akali,Senna,Lulu,0
Gnar,Jarvan IV,Seraphine,Samira,Galio,Jayce,Lillia,Twisted Fate,Miss Fortune,Alistar,0
Gnar,Graves,Seraphine,Kai'Sa,Rell,Renekton,Udyr,Galio,Jhin,Alistar,0
Camille,Taliyah,Galio,Xayah,Rakan,Gnar,Lillia,Pantheon,Kai'Sa,Leona,0
Ornn,Olaf,Viktor,Kai'Sa,Rell,Sion,Graves,Syndra,Kalista,Gragas,1
Gnar,Lillia,Twisted Fate,Kai'Sa,Alistar,Darius,Taliyah,Talon,Draven,Rell,0
Sett,Volibear,Irelia,Seraphine,Karma,Jax,Jarvan IV,Syndra,Senna,Nautilus,1
Gangplank,Lillia,Ekko,Kai'Sa,Thresh,Gnar,Fiddlesticks,Lucian,Samira,Galio,1
Camille,Karthus,Galio,Kai'Sa,Leona,Volibear,Olaf,Viktor,Senna,Nautilus,0
Jayce,Nidalee,Syndra,Xayah,Rell,Gnar,Lillia,Rumble,Samira,Alistar,0
Wukong,Pantheon,Viktor,Kai'Sa,Leona,Gnar,Lillia,Qiyana,Xayah,Rell,0
Volibear,Taliyah,Yasuo,Kai'Sa,Nautilus,Jax,Jarvan IV,Orianna,Senna,Thresh,0
Volibear,Udyr,Syndra,Aphelios,Thresh,Camille,Lillia,Lucian,Kai'Sa,Alistar,1
Sett,Sejuani,Cassiopeia,Senna,Alistar,Gnar,Hecarim,Galio,Kai'Sa,Nautilus,1
Wukong,Hecarim,Orianna,Miss Fortune,Karma,Gnar,Karthus,Galio,Caitlyn,Lulu,0
Sylas,Olaf,Orianna,Kai'Sa,Leona,Gnar,Nidalee,Azir,Xayah,Rell,0
Gnar,Elise,Qiyana,Kai'Sa,Galio,Aatrox,Pantheon,Orianna,Xayah,Rell,1
Wukong,Hecarim,Orianna,Kai'Sa,Rell,Gnar,Graves,Syndra,Senna,Thresh,1
Malphite,Udyr,Orianna,Miss Fortune,Rell,Irelia,Pantheon,Syndra,Samira,Leona,1
Malphite,Udyr,Orianna,Miss Fortune,Rell,Irelia,Pantheon,Syndra,Samira,Leona,1
Volibear,Lillia,Vayne,Kai'Sa,Rell,Gnar,Ivern,Galio,Xayah,Nautilus,0
Ornn,Skarner,Yone,Samira,Galio,Gnar,Hecarim,Orianna,Kai'Sa,Alistar,0
Gnar,Udyr,Orianna,Kai'Sa,Gragas,Gangplank,Lillia,Lucian,Aphelios,Thresh,0
Ornn,Olaf,Zoe,Xayah,Sett,Gnar,Lillia,Lucian,Kai'Sa,Alistar,1
Rumble,Hecarim,Lucian,Senna,Nautilus,Gragas,Udyr,Tristana,Swain,Sett,0
Volibear,Lillia,Galio,Kai'Sa,Nami,Renekton,Nidalee,Zoe,Xayah,Nautilus,1
Gragas,Hecarim,Orianna,Kai'Sa,Lulu,Gnar,Lillia,Lucian,Xayah,Galio,1
Renekton,Nidalee,Orianna,Vayne,Thresh,Gragas,Udyr,Viktor,Kai'Sa,Rell,1
Shen,Hecarim,Galio,Aphelios,Thresh,Gangplank,Olaf,Orianna,Kai'Sa,Nautilus,1
Gnar,Graves,Orianna,Kai'Sa,Alistar,Quinn,Udyr,Sylas,Jhin,Rell,0
Volibear,Udyr,Karma,Kai'Sa,Rell,Renekton,Ivern,Anivia,Xayah,Nautilus,0
Renekton,Udyr,Ahri,Caitlyn,Zyra,Gnar,Hecarim,Syndra,Aphelios,Thresh,0
Gragas,Udyr,Twisted Fate,Kai'Sa,Rell,Ornn,Zac,Yasuo,Vayne,Galio,1
Karma,Olaf,Yone,Kai'Sa,Thresh,Riven,Skarner,Zoe,Samira,Nautilus,1
Renekton,Olaf,Orianna,Jhin,Rell,Gnar,Nidalee,Galio,Lucian,Leona,0
Sion,Pantheon,Viktor,Jhin,Rell,Camille,Graves,Galio,Senna,Gragas,1
Aatrox,Taliyah,Orianna,Miss Fortune,Alistar,Sett,Hecarim,Galio,Xayah,Blitzcrank,0
Ornn,Skarner,Lucian,Samira,Taric,Gnar,Hecarim,Orianna,Senna,Galio,0
Jayce,Udyr,Syndra,Senna,Nautilus,Cho'Gath,Graves,Zoe,Draven,Leona,1
Volibear,Olaf,Orianna,Aphelios,Thresh,Malphite,Taliyah,Lucian,Kai'Sa,Nautilus,0
Aatrox,Graves,Orianna,Xayah,Rell,Renekton,Gragas,Viktor,Kai'Sa,Alistar,1
Ornn,Pantheon,Azir,Samira,Rell,Anivia,Udyr,Orianna,Aphelios,Thresh,1
Gnar,Graves,Vladimir,Senna,Rell,Camille,Lillia,LeBlanc,Jhin,Sett,1
Gragas,Hecarim,Azir,Senna,Rell,Gnar,Taliyah,Orianna,Kai'Sa,Alistar,0
Quinn,Udyr,Ryze,Kai'Sa,Leona,Renekton,Taliyah,Twisted Fate,Samira,Rell,0
Gangplank,Pantheon,Syndra,Aphelios,Thresh,Aatrox,Udyr,Orianna,Kai'Sa,Nautilus,0
Gragas,Pantheon,Orianna,Samira,Rell,Renekton,Nidalee,Irelia,Caitlyn,Thresh,0
Gragas,Hecarim,Draven,Seraphine,Janna,Sett,Lillia,Sylas,Kalista,Rell,0
Sylas,Udyr,Orianna,Kai'Sa,Nautilus,Gnar,Taliyah,Viktor,Xayah,Alistar,0
Camille,Lillia,Viktor,Xayah,Galio,Gragas,Pantheon,Syndra,Kai'Sa,Alistar,0
Renekton,Taliyah,Yone,Kai'Sa,Pantheon,Camille,Lillia,Orianna,Lucian,Leona,0
Shen,Hecarim,Swain,Jhin,Alistar,Camille,Taliyah,Twisted Fate,Xayah,Rakan,0
Gragas,Olaf,Orianna,Xayah,Leona,Aatrox,Lillia,Azir,Kai'Sa,Rell,1
Camille,Udyr,Zoe,Aphelios,Thresh,Lulu,Olaf,Azir,Xayah,Leona,1
Renekton,Hecarim,Neeko,Sivir,Alistar,Aatrox,Taliyah,Twisted Fate,Xayah,Pyke,1
Renekton,Taliyah,Azir,Aphelios,Thresh,Camille,Nocturne,Yone,Kai'Sa,Blitzcrank,0
Renekton,Nidalee,Viktor,Jhin,Nautilus,Jayce,Lillia,Zoe,Aphelios,Thresh,0
Renekton,Taliyah,Sett,Senna,Tahm Kench,Gragas,Rengar,Syndra,Kai'Sa,Blitzcrank,0
Aatrox,Taliyah,Twisted Fate,Xayah,Pyke,Gnar,Hecarim,Swain,Miss Fortune,Alistar,0
Wukong,Kayn,Veigar,Lucian,Thresh,Gragas,Nidalee,Yasuo,Kai'Sa,Leona,1
Wukong,Kayn,Veigar,Lucian,Thresh,Gragas,Nidalee,Yasuo,Kai'Sa,Leona,1
Gnar,Taliyah,Zoe,Senna,Thresh,Malphite,Udyr,Syndra,Aphelios,Lulu,0
Jax,Lillia,Twisted Fate,Ezreal,Rakan,Camille,Pantheon,Ryze,Sivir,Rell,0
Jax,Udyr,Swain,Senna,Sion,Camille,Lillia,Galio,Aphelios,Thresh,1
Camille,Udyr,Viktor,Kalista,Galio,Gragas,Kayn,Seraphine,Lucian,Thresh,1
Camille,Udyr,Viktor,Kalista,Galio,Gragas,Kayn,Seraphine,Lucian,Thresh,1
Gnar,Pantheon,Azir,Seraphine,Sett,Wukong,Hecarim,Anivia,Senna,Leona,0
Aatrox,Kayn,Orianna,Kai'Sa,Rell,Gragas,Udyr,Irelia,Xayah,Thresh,0
Aatrox,Kayn,Orianna,Kai'Sa,Rell,Gragas,Udyr,Irelia,Xayah,Thresh,0
Gragas,Pantheon,Syndra,Aphelios,Thresh,Aatrox,Nidalee,Zoe,Kai'Sa,Rell,0
Gnar,Karthus,Irelia,Kai'Sa,Gragas,Camille,Sejuani,Orianna,Xayah,Rell,0
Camille,Udyr,Orianna,Kai'Sa,Nautilus,Mordekaiser,Olaf,Irelia,Xayah,Thresh,1
Kennen,Olaf,Azir,Xayah,Rell,Camille,Udyr,LeBlanc,Kai'Sa,Alistar,0
Renekton,Hecarim,Syndra,Kai'Sa,Leona,Gnar,Lillia,Azir,Xayah,Rakan,1
Renekton,Taliyah,Orianna,Senna,Leona,Ornn,Skarner,Viktor,Kai'Sa,Gragas,0
Aatrox,Udyr,Azir,Kog'Maw,Lulu,Gnar,Lillia,Ryze,Kai'Sa,Galio,1
Gragas,Kha'Zix,Orianna,Aphelios,Thresh,Renekton,Udyr,Kassadin,Samira,Rell,0
Volibear,Udyr,Syndra,Kai'Sa,Rell,Jayce,Jarvan IV,Twisted Fate,Xayah,Alistar,1
Aatrox,Taliyah,Syndra,Miss Fortune,Rell,Kennen,Kha'Zix,Viktor,Kai'Sa,Alistar,1
Fiora,Udyr,Azir,Ashe,Thresh,Malphite,Hecarim,Ekko,Kai'Sa,Rell,1
Camille,Taliyah,Lucian,Kai'Sa,Leona,Shen,Ekko,Seraphine,Xayah,Alistar,1
Ornn,Hecarim,Ryze,Vayne,Galio,Rumble,Graves,Yone,Jhin,Nautilus,0
Trundle,Nidalee,Yone,Seraphine,Sett,Camille,Hecarim,Zoe,Miss Fortune,Blitzcrank,0
Aatrox,Udyr,Ivern,Aphelios,Thresh,Malphite,Hecarim,Galio,Kai'Sa,Rell,1
Camille,Lillia,Twisted Fate,Xayah,Gragas,Gnar,Hecarim,Galio,Kai'Sa,Leona,1
Gnar,Taliyah,Lucian,Kai'Sa,Pantheon,Irelia,Hecarim,Karma,Xayah,Rakan,1
Wukong,Udyr,Galio,Kai'Sa,Alistar,Gnar,Lillia,Sylas,Miss Fortune,Rakan,0
Gragas,Graves,Galio,Senna,Thresh,Sylas,Jarvan IV,Mordekaiser,Aphelios,Nautilus,1
Shen,Lillia,Azir,Vayne,Leona,Sett,Shyvana,Orianna,Kai'Sa,Gragas,1
Poppy,Lillia,Yone,Kai'Sa,Thresh,Gragas,Hecarim,Fizz,Xayah,Rell,0
Nasus,Graves,Syndra,Xayah,Rell,Gragas,Udyr,Karma,Kai'Sa,Poppy,1
Ivern,Kindred,Zilean,Kai'Sa,Leona,Aatrox,Rengar,Renekton,Heimerdinger,Shen,1
Jax,Lillia,Orianna,Xayah,Rakan,Camille,Hecarim,Ekko,Seraphine,Rell,1
Volibear,Gragas,Syndra,Kai'Sa,Thresh,Gnar,Pantheon,Zoe,Xayah,Nautilus,0
Gnar,Hecarim,Orianna,Aphelios,Thresh,Shen,Kha'Zix,Malzahar,Xayah,Blitzcrank,1
Ornn,Nidalee,Azir,Kai'Sa,Alistar,Gnar,Udyr,Orianna,Samira,Rell,0
Renekton,Olaf,Yone,Veigar,Leona,Teemo,Udyr,Azir,Aphelios,Thresh,1
Kled,Lillia,Akali,Kai'Sa,Alistar,Renekton,Udyr,Galio,Xayah,Morgana,1
Gangplank,Udyr,Rumble,Kalista,Thresh,Volibear,Dr. Mundo,Neeko,Kai'Sa,Nautilus,1
Maokai,Udyr,Orianna,Miss Fortune,Thresh,Gnar,Lillia,Yone,Kai'Sa,Rell,1
Volibear,Hecarim,Viktor,Senna,Taric,Renekton,Graves,Zoe,Kai'Sa,Galio,1
Renekton,Lillia,Sett,Kai'Sa,Gragas,Volibear,Udyr,Azir,Xayah,Alistar,1
Aatrox,Olaf,Viktor,Senna,Gragas,Irelia,Kindred,Karma,Miss Fortune,Rell,0
Camille,Udyr,Syndra,Kai'Sa,Leona,Poppy,Lillia,Azir,Senna,Rell,1
Shen,Hecarim,Viktor,Jinx,Galio,Aatrox,Taliyah,Twisted Fate,Kai'Sa,Leona,1
Aatrox,Udyr,Orianna,Aphelios,Thresh,Karma,Dr. Mundo,Tristana,Sivir,Rell,0
Gragas,Olaf,Orianna,Kai'Sa,Bard,Ornn,Hecarim,Azir,Xayah,Galio,0
Irelia,Nidalee,Orianna,Kai'Sa,Rell,Shen,Lillia,Tristana,Senna,Gragas,0
Gangplank,Lillia,Azir,Kai'Sa,Leona,Camille,Taliyah,Orianna,Ezreal,Alistar,0
Camille,Udyr,Twisted Fate,Kai'Sa,Galio,Ornn,Taliyah,Tristana,Xayah,Rakan,1
Malphite,Graves,Azir,Kai'Sa,Rell,Camille,Olaf,Viktor,Senna,Alistar,0
Renekton,Udyr,Cassiopeia,Ezreal,Rell,Volibear,Hecarim,Viktor,Ashe,Karma,1
Aatrox,Dr. Mundo,Twisted Fate,Samira,Rell,Irelia,Graves,Sylas,Kai'Sa,Alistar,1
Shen,Graves,Seraphine,Xayah,Nautilus,Camille,Taliyah,Lucian,Kai'Sa,Galio,0
Gnar,Graves,Twisted Fate,Senna,Sett,Gragas,Hecarim,Sylas,Ezreal,Karma,1
Gragas,Hecarim,Azir,Kai'Sa,Rell,Gangplank,Lillia,Syndra,Aphelios,Morgana,0
Gnar,Taliyah,Xerath,Kai'Sa,Leona,Irelia,Nidalee,Orianna,Aphelios,Thresh,1
Renekton,Lillia,Orianna,Samira,Rell,Volibear,Olaf,Syndra,Kai'Sa,Alistar,0
Gangplank,Jarvan IV,Azir,Kai'Sa,Rell,Gnar,Hecarim,Viktor,Xayah,Rakan,1
Aatrox,Pantheon,Seraphine,Samira,Leona,Ornn,Udyr,Orianna,Kai'Sa,Braum,0
Renekton,Karthus,Yone,Kai'Sa,Sett,Camille,Nidalee,Twisted Fate,Aphelios,Thresh,1
Camille,Lillia,Galio,Xayah,Rakan,Gragas,Olaf,Sett,Kai'Sa,Leona,1
Kennen,Hecarim,Syndra,Kai'Sa,Gragas,Gnar,Lillia,Orianna,Xayah,Rell,0
Renekton,Olaf,Syndra,Samira,Leona,Ornn,Udyr,Yone,Kai'Sa,Alistar,0
Gnar,Graves,Twisted Fate,Kai'Sa,Alistar,Camille,Skarner,Galio,Seraphine,Rell,1
Ornn,Taliyah,Lucian,Vayne,Galio,Wukong,Kha'Zix,Orianna,Kai'Sa,Thresh,1
Wukong,Pantheon,Azir,Aphelios,Thresh,Aatrox,Jarvan IV,Orianna,Kai'Sa,Nautilus,1
Gnar,Nidalee,Yone,Kai'Sa,Lulu,Gragas,Graves,Irelia,Ezreal,Alistar,1
Sylas,Jarvan IV,Azir,Miss Fortune,Rakan,Malphite,Lillia,Varus,Aphelios,Thresh,1
Aatrox,Graves,Syndra,Vayne,Sett,Gragas,Pantheon,Ryze,Kalista,Nautilus,1
Gnar,Graves,Azir,Seraphine,Nautilus,Aatrox,Jarvan IV,Orianna,Aphelios,Thresh,0
Poppy,Taliyah,Viktor,Jhin,Alistar,Camille,Pantheon,Azir,Ashe,Leona,0
Fiora,Udyr,Ekko,Kai'Sa,Braum,Wukong,Jarvan IV,Orianna,Xayah,Alistar,1
Renekton,Taliyah,Azir,Xayah,Alistar,Gragas,Kha'Zix,Orianna,Kai'Sa,Rell,1
Volibear,Lillia,Orianna,Kai'Sa,Rell,Renekton,Nidalee,Zoe,Ashe,Gragas,0
Gnar,Pantheon,Azir,Kai'Sa,Gragas,Renekton,Hecarim,Syndra,Ashe,Galio,0
Gnar,Graves,Azir,Seraphine,Nautilus,Irelia,Skarner,Zoe,Aphelios,Thresh,0
Gragas,Olaf,Azir,Samira,Nautilus,Renekton,Nidalee,Yone,Kai'Sa,Galio,1
Renekton,Hecarim,Orianna,Kai'Sa,Galio,Ornn,Jarvan IV,Sylas,Senna,Bard,1
Camille,Lillia,Syndra,Ashe,Galio,Volibear,Udyr,Azir,Miss Fortune,Alistar,0
Vladimir,Udyr,Seraphine,Miss Fortune,Alistar,Camille,Lillia,Akali,Kai'Sa,Thresh,0
Gnar,Pantheon,Seraphine,Miss Fortune,Rell,Aatrox,Hecarim,LeBlanc,Jhin,Maokai,1
Ornn,Udyr,Lucian,Syndra,Galio,Renekton,Taliyah,Azir,Kai'Sa,Alistar,1
Sion,Lillia,Seraphine,Xayah,Galio,Gnar,Hecarim,Kassadin,Kai'Sa,Leona,1
Illaoi,Udyr,Ekko,Miss Fortune,Blitzcrank,Ornn,Lillia,Orianna,Aphelios,Thresh,1
Lulu,Udyr,Zoe,Kalista,Rell,Camille,Dr. Mundo,Twisted Fate,Senna,Seraphine,0
Aatrox,Udyr,Orianna,Jhin,Rell,Irelia,Nocturne,Syndra,Kai'Sa,Gragas,1
Jayce,Udyr,Azir,Xayah,Rell,Gnar,Lillia,Ryze,Kai'Sa,Gragas,1
Gangplank,Nidalee,Azir,Xayah,Thresh,Camille,Gragas,Syndra,Senna,Morgana,0
Gnar,Udyr,Azir,Ezreal,Seraphine,Camille,Dr. Mundo,Galio,Aphelios,Lulu,0
Ornn,Olaf,Orianna,Kai'Sa,Alistar,Volibear,Udyr,Karma,Xayah,Rakan,0
Jayce,Udyr,Zoe,Ezreal,Leona,Gnar,Graves,Twisted Fate,Kai'Sa,Rell,1
Gragas,Jarvan IV,Twisted Fate,Miss Fortune,Rell,Renekton,Taliyah,Sylas,Jhin,Alistar,1
Volibear,Udyr,Orianna,Miss Fortune,Rell,Renekton,Nidalee,Taliyah,Vayne,Gragas,0
Ryze,Taliyah,Renekton,Xayah,Alistar,Gangplank,Udyr,Viktor,Kai'Sa,Rakan,1
Gragas,Olaf,Sylas,Xayah,Sett,Gnar,Hecarim,Viktor,Kai'Sa,Thresh,0
Aatrox,Lillia,Orianna,Kai'Sa,Leona,Urgot,Udyr,Syndra,Xayah,Alistar,0
Camille,Taliyah,Tristana,Miss Fortune,Galio,Renekton,Graves,Orianna,Jhin,Alistar,1
Renekton,Elise,Twisted Fate,Ezreal,Nautilus,Maokai,Hecarim,Sylas,Aphelios,Thresh,0
Volibear,Nidalee,Sylas,Xayah,Rell,Camille,Olaf,Twisted Fate,Kai'Sa,Gragas,0
Gnar,Udyr,Azir,Kai'Sa,Leona,Malphite,Jarvan IV,Orianna,Xayah,Rakan,1
Irelia,Lillia,Sylas,Xayah,Alistar,Wukong,Hecarim,Orianna,Kai'Sa,Rell,0
Ornn,Kindred,Sylas,Ezreal,Seraphine,Volibear,Ekko,Lucian,Senna,Leona,0
Ornn,Hecarim,Akali,Kai'Sa,Sett,Aatrox,Nidalee,Syndra,Aphelios,Thresh,0
Renekton,Udyr,Zoe,Ezreal,Alistar,Gnar,Olaf,Malzahar,Senna,Galio,1
Renekton,Taliyah,Twisted Fate,Miss Fortune,Alistar,Volibear,Lillia,Sylas,Xayah,Rell,1
Renekton,Nidalee,Cassiopeia,Kai'Sa,Leona,Volibear,Taliyah,Twisted Fate,Xayah,Thresh,0
Renekton,Taliyah,Lucian,Twitch,Nautilus,Volibear,Lillia,Orianna,Ezreal,Rakan,1
Malphite,Lillia,Lucian,Aphelios,Gragas,Gangplank,Udyr,Sylas,Miss Fortune,Rell,1
Shen,Jarvan IV,Sylas,Aphelios,Galio,Mordekaiser,Hecarim,LeBlanc,Kai'Sa,Rell,1
Gangplank,Lillia,Rumble,Vayne,Leona,Wukong,Udyr,Seraphine,Xayah,Rell,1
Gragas,Hecarim,Orianna,Kai'Sa,Bard,Urgot,Udyr,Viktor,Senna,Galio,1
Shen,Hecarim,Sylas,Kai'Sa,Leona,Illaoi,Kindred,Twisted Fate,Xayah,Rakan,0
Volibear,Lillia,Corki,Kai'Sa,Galio,Renekton,Taliyah,Zoe,Jhin,Alistar,1
Gnar,Hecarim,Azir,Kai'Sa,Alistar,Renekton,Skarner,Ryze,Xayah,Galio,0
Gangplank,Lillia,Lucian,Kai'Sa,Galio,Volibear,Graves,Cassiopeia,Xayah,Rakan,1
Wukong,Udyr,Orianna,Jhin,Rell,Volibear,Graves,Fizz,Seraphine,Alistar,0
Sett,Udyr,Viktor,Kai'Sa,Nautilus,Ornn,Pantheon,Syndra,Xayah,Rell,0
Shen,Hecarim,Orianna,Kai'Sa,Seraphine,Camille,Udyr,Galio,Tristana,Rell,1
Gangplank,Udyr,Ekko,Aphelios,Thresh,Irelia,Nidalee,Azir,Miss Fortune,Rell,1
Wukong,Udyr,Azir,Xayah,Rakan,Aatrox,Dr. Mundo,Galio,Senna,Leona,1
Volibear,Taliyah,Seraphine,Kai'Sa,Alistar,Aatrox,Pantheon,Azir,Senna,Rell,0
Volibear,Hecarim,Kassadin,Kai'Sa,Rell,Renekton,Kha'Zix,Zed,Xayah,Galio,0
Ornn,Udyr,Lucian,Jhin,Blitzcrank,Gangplank,Karthus,Yone,Aphelios,Thresh,1
Gragas,Taliyah,Jayce,Kai'Sa,Alistar,Aatrox,Lillia,Irelia,Tristana,Rell,0
Gnar,Skarner,Seraphine,Ashe,Rell,Gangplank,Udyr,Orianna,Kai'Sa,Nautilus,0
Irelia,Taliyah,Akali,Aphelios,Rell,Gnar,Olaf,Orianna,Kai'Sa,Thresh,0
Jayce,Udyr,Orianna,Xayah,Alistar,Gnar,Taliyah,Syndra,Kai'Sa,Sett,0
Aatrox,Olaf,Orianna,Senna,Braum,Gnar,Graves,LeBlanc,Xayah,Alistar,0
Gnar,Udyr,Yone,Vayne,Rakan,Wukong,Hecarim,Viktor,Samira,Rell,0
Renekton,Pantheon,Cassiopeia,Kai'Sa,Thresh,Volibear,Lillia,Viktor,Lucian,Galio,0
Ornn,Olaf,Seraphine,Kai'Sa,Nautilus,Gnar,Udyr,Azir,Aphelios,Thresh,0
Renekton,Olaf,Viktor,Xayah,Leona,Shen,Udyr,Galio,Kai'Sa,Alistar,0
Sett,Nocturne,Azir,Miss Fortune,Rell,Gragas,Graves,Viktor,Senna,Leona,1
Aatrox,Udyr,Ekko,Xayah,Rakan,Kled,Hecarim,Orianna,Kai'Sa,Leona,0
Renekton,Rek'Sai,Twisted Fate,Jhin,Alistar,Aatrox,Evelynn,Lucian,Samira,Rakan,1
Lulu,Olaf,Viktor,Kai'Sa,Rell,Camille,Graves,Orianna,Xayah,Thresh,1
Renekton,Nidalee,Azir,Miss Fortune,Galio,Gragas,Hecarim,Orianna,Kai'Sa,Nautilus,0
Gnar,Udyr,Zoe,Samira,Rell,Aatrox,Dr. Mundo,Orianna,Aphelios,Thresh,0
Gnar,Pantheon,Syndra,Kai'Sa,Alistar,Sylas,Gragas,Viktor,Xayah,Rell,0
Camille,Lillia,Sett,Sivir,Thresh,Gnar,Udyr,Twisted Fate,Senna,Galio,0
Quinn,Udyr,Azir,Ashe,Nautilus,Renekton,Hecarim,Vel'Koz,Kai'Sa,Leona,1
Gangplank,Graves,Ryze,Kai'Sa,Rell,Sion,Hecarim,Azir,Xayah,Rakan,1
Lulu,Olaf,Azir,Xayah,Rell,Renekton,Nidalee,Zoe,Kai'Sa,Nautilus,0
Ornn,Graves,Akali,Kai'Sa,Sett,Gnar,Hecarim,Azir,Miss Fortune,Rell,1
Aatrox,Olaf,Seraphine,Kai'Sa,Leona,Gangplank,Pantheon,Sylas,Xayah,Rakan,1
Gnar,Hecarim,Azir,Xayah,Seraphine,Rumble,Udyr,Orianna,Kai'Sa,Alistar,1
Aatrox,Olaf,LeBlanc,Senna,Leona,Gragas,Ivern,Yasuo,Kai'Sa,Rell,0
Aatrox,Hecarim,Irelia,Kai'Sa,Rell,Gragas,Udyr,Viktor,Tristana,Leona,1
Lulu,Udyr,Rumble,Aphelios,Thresh,Gragas,Jarvan IV,Syndra,Kai'Sa,Leona,1
Renekton,Taliyah,Azir,Xayah,Rell,Gangplank,Lillia,Akali,Kai'Sa,Galio,0
Renekton,Graves,Syndra,Kai'Sa,Sett,Aatrox,Hecarim,Azir,Xayah,Alistar,0
Aatrox,Pantheon,Orianna,Jhin,Sett,Gnar,Udyr,Azir,Tristana,Rell,1
Irelia,Pantheon,Seraphine,Senna,Sett,Gangplank,Ivern,Orianna,Kai'Sa,Rell,0
Ornn,Hecarim,Orianna,Miss Fortune,Seraphine,Renekton,Gragas,Yone,Senna,Thresh,0
Gnar,Taliyah,Viktor,Miss Fortune,Rell,Gangplank,Nidalee,Renekton,Kai'Sa,Alistar,1
Gnar,Olaf,Orianna,Ashe,Rell,Gangplank,Graves,Zoe,Kai'Sa,Alistar,1
Gnar,Hecarim,Orianna,Ashe,Rell,Wukong,Taliyah,Azir,Kai'Sa,Sett,1
Gnar,Graves,Syndra,Miss Fortune,Thresh,Wukong,Hecarim,Sylas,Kai'Sa,Rell,0
Jayce,Udyr,Sylas,Aphelios,Lulu,Renekton,Lillia,Orianna,Kai'Sa,Rakan,0
Gragas,Udyr,Vladimir,Jhin,Galio,Sett,Lillia,Ryze,Xayah,Rell,1
Aatrox,Hecarim,Viktor,Kai'Sa,Nautilus,Gragas,Graves,Yasuo,Aphelios,Thresh,0
Renekton,Lillia,Yone,Aphelios,Leona,Sion,Hecarim,Viktor,Kai'Sa,Gragas,0
Gnar,Udyr,Viktor,Senna,Maokai,Aatrox,Jarvan IV,Azir,Kai'Sa,Galio,0
Renekton,Olaf,Cassiopeia,Kai'Sa,Rell,Gragas,Lillia,Yone,Aphelios,Thresh,0
Aatrox,Hecarim,Azir,Seraphine,Alistar,Gragas,Pantheon,Twisted Fate,Samira,Rell,0
Gragas,Udyr,Vladimir,Ezreal,Thresh,Aatrox,Lillia,Azir,Miss Fortune,Alistar,0
Renekton,Udyr,Vel'Koz,Aphelios,Thresh,Jayce,Lillia,Syndra,Kai'Sa,Rell,0
Gragas,Graves,Azir,Kai'Sa,Alistar,Renekton,Nidalee,Yone,Xayah,Rakan,1
Gragas,Olaf,Azir,Aphelios,Thresh,Aatrox,Kindred,Seraphine,Kai'Sa,Rell,1
Jayce,Udyr,Azir,Senna,Galio,Vayne,Olaf,Orianna,Ashe,Leona,0
Gragas,Hecarim,Azir,Vayne,Alistar,Camille,Nidalee,Galio,Kai'Sa,Leona,1
Gnar,Udyr,Viktor,Kai'Sa,Galio,Aatrox,Dr. Mundo,Azir,Xayah,Leona,1
Jax,Taliyah,Sylas,Ashe,Rell,Camille,Nidalee,Orianna,Senna,Galio,1
Gnar,Lillia,Azir,Miss Fortune,Rell,Renekton,Evelynn,Vel'Koz,Kai'Sa,Alistar,1
Renekton,Lillia,Syndra,Kai'Sa,Gragas,Volibear,Skarner,Yone,Xayah,Galio,0
Yasuo,Hecarim,Orianna,Kai'Sa,Thresh,Darius,Nidalee,Yone,Miss Fortune,Braum,0
Volibear,Skarner,Draven,Sett,Senna,Camille,Graves,Rumble,Ziggs,Leona,1
Malphite,Olaf,Corki,Kai'Sa,Galio,Gangplank,Taliyah,Azir,Aphelios,Rell,1
Gragas,Pantheon,Zoe,Miss Fortune,Nautilus,Rumble,Hecarim,Azir,Kai'Sa,Alistar,1
Ornn,Pantheon,Vel'Koz,Vayne,Sett,Gragas,Jarvan IV,Orianna,Kai'Sa,Rell,1
Camille,Udyr,Azir,Miss Fortune,Galio,Mordekaiser,Olaf,Corki,Xayah,Thresh,1
Gragas,Jarvan IV,Orianna,Kai'Sa,Galio,Renekton,Taliyah,Twisted Fate,Xayah,Thresh,0
Gnar,Lillia,Lucian,Seraphine,Rell,Ornn,Olaf,Orianna,Tristana,Leona,0
Sion,Taliyah,Azir,Aphelios,Thresh,Renekton,Lillia,Corki,Varus,Nautilus,1
Gangplank,Udyr,Orianna,Kai'Sa,Leona,Gnar,Hecarim,Twisted Fate,Jhin,Braum,0
Gnar,Nocturne,Seraphine,Senna,Sett,Renekton,Udyr,Azir,Kalista,Thresh,0
Gangplank,Udyr,Syndra,Kalista,Leona,Gragas,Olaf,Ekko,Senna,Tahm Kench,0
Aatrox,Udyr,Karma,Jhin,Thresh,Sett,Taliyah,Kassadin,Ashe,Rell,1
Renekton,Lillia,Viktor,Xayah,Alistar,Gnar,Hecarim,Syndra,Kai'Sa,Gragas,0
Gragas,Xin Zhao,Orianna,Samira,Rell,Aatrox,Hecarim,Seraphine,Xayah,Rakan,0
Sett,Kindred,Anivia,Ezreal,Seraphine,Gnar,Olaf,Ekko,Tristana,Thresh,0
